id,target,description_set,tag
322,筷子,"轻,纸尿裤,老人机,暖,拿,黄色,桌子,面条,条状",0
323,季节,"夏天,高血压,阿尔兹海默症,冬天,水果,针灸,蔬菜,树",0
324,胳膊,"客厅,飞机",0
325,推,"天真,妇科,成长,桌游,爸爸,开朗,外套,裤子,上衣,妈妈,洗衣机,学习,装饰,善良,电影,地铁,照顾",0
326,同学,"考试,热情,学校,上课,爸爸,教授,工人,活泼,作业,辅导",0
327,视频,"舒服,诗歌,裙子,旅行,春天,天气",0
328,男人,"少年,医疗器械,阿尔兹海默症,有电,阿尔兹海默症,工作单位,有电,高血压,医疗器械",0
329,服务员,"黑色,看,白色,近,体温",0
330,捡,"锻炼,户外,运动员",0
331,眼睛,"厨房,病菌,煮,棕色,成熟,厨师,农民,烤,游戏,童话",0
332,出租车,"橡胶,工作单位,阿尔兹海默症,新,绿色,同学",0
333,梨,"重,沙拉",0
334,头,"体温,肉,扭动,肉色",0
335,阿姨,"吃,食堂,餐厅,喝,点心,早晨,菜,中午,晚上,舌头",0
336,手肘,"坚硬,纸尿裤,肉色,体温",0
337,分钟,"手,约会,家,开会,酒店,脸,晚上,牙膏,轻松,起床,牙刷",0
338,包子,"小,有电,打招呼,高血压,阿尔兹海默症,女朋友,工作单位,阿尔兹海默症,煎,孩子,饱腹,盘子",0
339,冰箱,"重,家庭主妇,阿尔兹海默症,家庭主妇,纸尿裤,打招呼,纸尿裤,打招呼,祖父,香,冰,有电",0
340,喷嚏,"无味,软",0
341,公共汽车,"读书,工人,学校,爸爸,上课,考试,学习,作业,认真,书本,光,写,妈妈,老师,教授",0
342,可乐,"甜,阿尔兹海默症,阿尔兹海默症,吸,喝,打开,家,同学,吸管,餐厅",0
343,耳机,"歌手,黑色",0
344,发卡,"下午茶,夏天,水果店,红色,重,甜品,绿色",0
345,眼镜,"方形,床,身体,豆腐,重,暖,卧室,大,香,晚上",0
346,番茄,"成熟,阿尔兹海默症,有电,阿尔兹海默症,有电,硬,吃饭,糖,烹饪,刀,小贩,去皮,热,商场,手,锅,球形,购买",0
347,插,"花,家庭主妇,阿尔兹海默症,家庭主妇",0
348,书架,"手,室内,桌子,玻璃",0
349,喝,"酒吧,阿尔兹海默症,家庭主妇,脑卒中,骨质疏松,骨质疏松,骨质疏松,阿尔兹海默症,咖啡,早晨",0
350,袜子,"洗,爸爸,裤子,袜子,打开",0
351,儿子,"姐妹,阿尔兹海默症,阿尔兹海默症,医疗器械,阿尔兹海默症,漫画,考试,床,玩具,妈妈,书本,兄弟",0
352,脸,"医疗器械,测量,重,大,医院,胳膊,白色,医生,护士",0
353,嘴巴,"吃饭,手,绿色,杯子,香,闻,叶子,下午,热",0
354,阿姨,"聊天,阿尔兹海默症,老人机,怀孕,善良,认真,女,上班,聚会,爸爸,工作",0
355,背,"医生,肌肉",0
356,吹风机,"售货员,家庭主妇,阿尔兹海默症,有电,家庭主妇,打招呼,老人机,打招呼,阿尔兹海默症,厕所,模特",0
357,胶囊,"轮椅,家,盆,生病,按摩,回家,过节",0
358,朋友,"幽默,有电,高血压,脑卒中,阿尔兹海默症,医疗器械,按摩,青年,可爱,老人,中年,逛街",0
359,吃,"运动场,坐,手,视频,身体,书本,电影,沙发,脑袋",0
360,桌子,"腿,打招呼,阿尔兹海默症,家庭主妇,老人机,阿尔兹海默症,老人机,阿尔兹海默症,脑卒中,老人机,老人机,工作单位,打招呼,阿尔兹海默症",0
361,星期,"切块,果园,吃,祖父",0
362,胳膊,"护工,工作单位,高血压,阿尔兹海默症,医疗器械",0
363,老师,"中年,开会,认真",0
364,护士,"温柔,照顾,耐心,生病,医生,医院,女,中年,病人,善良",0
365,靴子,"手,快,轻,冰箱",0
366,毛巾,"卫生间,白色,固体,躺,家人,洗澡,晚上,方形,陶瓷",0
367,雪,"电动车,男,中年,商场,司机,光,青年,热情",0
368,苍蝇,"聊天,打招呼,怀孕",0
369,睡觉,"学习,善良,老人,聪明",0
370,脖子,"手,高血压,医院,肉色",0
371,玉米,"西瓜,暴雨,裤子,休息,秋天,锻炼",0
372,锻炼,"努力,阿尔兹海默症,运动场,健康",0
373,吃饭,"裙子,照顾,天真,幼年,车,围棋,钢琴,椅子,儿科,生育,活泼,光,乖巧,学习",0
374,风,"粗暴,上班,善良,爸爸,成熟,打招呼,妈妈",0
375,康复训练,"康复,重",0
376,糖果,"小,高血压,阿尔兹海默症",0
377,吃饭,"夹,老人机,医疗器械,女朋友,阿尔兹海默症,纸尿裤,老人机,老人机,老人机,脑卒中,纸尿裤,阿尔兹海默症,家庭主妇",0
378,柠檬,"重,学生,工作单位,学习,开放,旅行,同学",0
379,邻居,"老人,认真,青年,保安,耐心,热情,经理",0
380,香肠,"妈妈,客人,硬,糖,小,甜,饱腹,售货员,打开,牛奶,黑色,方形,脆,圆形,苦,服务员,球形",0
381,南瓜,"亲戚,工作单位,阿尔兹海默症,阿尔兹海默症,家庭主妇,阿尔兹海默症,阿尔兹海默症,纸尿裤,纸尿裤,阿尔兹海默症,农民",0
382,背,"血管,女朋友,阿尔兹海默症,高血压,阿尔兹海默症,老人机,有电,高血压,纸尿裤,有电,阿尔兹海默症,家庭主妇,女朋友,阿尔兹海默症,有电,打招呼,按摩",0
383,勺子,"童年,老人机,家庭主妇,家庭主妇,打招呼,女朋友,阿尔兹海默症,打招呼,甜品,棕色,餐厅,厨师",0
384,土豆,"晚上,轻松,早晨,慢,涂抹,起床,快,家,身体",0
385,扇贝,"洗衣机,盆,叔叔,祖母,洗衣粉,方形,暖,轻,装饰,洗衣服,红色",0
386,胶囊,"结婚,嫂子,成熟,妈妈,聚会,懒散,上班,温柔,聊天,侄女,怀孕",0
387,勺子,"大,广场舞,放松,方形",0
388,虾,"腥,阿尔兹海默症,阿尔兹海默症,阿尔兹海默症,家庭主妇,阿尔兹海默症,蒸,生,好吃,售货员,黑色,家人",0
389,月,"饭,嘴,快,吃药",0
390,老人,"放,块状,工人,硬,大,玻璃,木头,重,整理,读,装修,室内",0
391,商店,"慢,椅子",0
392,长裤,"小,家庭主妇,高血压,打招呼,工作单位,阿尔兹海默症,有电,家庭主妇,家庭主妇,有电,盆",0
393,维修工,"电动车,聪明",0
394,吸,"慢,轻松,手,多,用力,快,家,健康,中毒,生病",0
395,婶婶,"叔叔,幼年,成年,聊天,阿姨,假期,好奇,考试,打招呼,玩耍,亲戚,学习,家,懒散,少年,童年,聚会",0
396,年,时间,0
397,洗脸,"多,快,屁股,慢",0
398,姑姑,"生病,中午,喝,女儿,杯子,医生,护工,多,举,早晨",0
399,鼻子,"喝,点心,早晨,菜,晚上,中午,餐厅",0
400,长裤,"洗衣机,打招呼,家庭主妇,家庭主妇,阿尔兹海默症,老人机,阿尔兹海默症,老人机,打招呼,有电,骨质疏松,秋天,祖母,大,宽",0
401,杯子,"脆,刀,辣,熟",0
402,睡衣,"有电,室友,银色,厕所,爸爸,祖母",0
403,头绳,"短,老人机,家庭主妇,阿尔兹海默症,女儿",0
