id,target,description_set,tag
749,奶奶,"亲戚,打点滴,祖父,收音机,照顾,走,老人机",1
750,雪,"潮湿,冷",1
751,蘑菇,"固体,炒,市场,药,烤,灰色,彩色,家人,厨房,游戏,成熟,农民",1
752,睡衣,"家,轻,洗衣服,软,身体,滑,洗衣机",1
753,地板,"工人,重,冰箱,硬,脚,室内,柜子,方形,茶几,沙发,病菌",1
754,手写板,"眼睛,手,灰色,白色,写,教室,塑料,关闭",1
755,婶婶,"女,妈妈,兄弟,温柔,家,打招呼,侄子,怀孕,爸爸,认真,侄女,工作,聊天,勤劳,上班,亲戚",1
756,救护车,"交通,金属,重,方形,担架,坚硬,抬,白色,消毒液,玻璃,危险,蓝色,橡胶,大",1
757,淤青,"蓝色,护士,家人,公司,病人,冰敷,受伤",1
758,电脑,"点击,家,看,眼睛,女儿",1
759,上厕所,"屁股,少,慢,快,腿,厕所",1
760,瘙痒,"病菌,朋友,家,病人,过敏,同事,酒,护士,公司,晚上,看病,衣服,身体,休息,营养",1
761,摇头,"头,轻,快,慢,脖子",1
762,刷牙,"整理,快,手,起床,酒店,开会",1
763,胸,"大,肌肉,热,血管,跳舞,按摩,肉,疼痛,小,医生,电影,棕色,脱下,浴室",1
764,牛肉,"妈妈,勺子,盘子,红色,炒,香,牛,祖父,面条,餐厅,切,家,生,厨师,好吃",1
765,耳机,"电脑,小,金属,轻松,办公室,耳朵,冷,轻,歌手,条状,白色",1
766,发烧,"下雨,晚上,冰敷,打针,睡觉,洗,护工,生病,白色,看病,住院,测量,休息,躺",1
767,玩手机,"晚餐,认真,视频,晚上,女儿,多,少,音乐,放松,看,电脑,手机,点击,爸爸,公司,快",1
768,豆角,"固体,嫩,煮,厨师,家人,烤",1
769,袜子,"鞋子,穿戴,棉,脚,小腿,保护,白天,小",1
770,苹果,"妈妈,水果店,爸爸,农民,果园,儿子,祖父,食堂,消化,红色,家,凉,祖母,甜,小贩,女儿,嘴",1
771,胡萝卜,"热,唱歌,黄色,小贩,刀,橙色,农民,吃饭,祖母,买菜,吃,爸爸,妈妈,烹饪,厨房,轻",1
772,学校,"书本,坐,学习,方形,音响,老师,金属,地铁,交通,大,食堂",1
773,咖啡,"吸,苦,打开,吸管,黑色,倒出,工作,液体,喝,小,棕色,深色,早晨,杯子",1
774,保姆,"围裙,椅子,食物",1
775,桌子,"坚硬,手,沙发,固体,凳子,放,爸爸,金属,飞机,汽车,吃饭,圆形,腿,火车,搬家,塑料,方形,办公",1
776,T恤,"舒服,穿戴,售货员,轻,夏天,胳膊,商场",1
777,耳机,"轻松,黑色,金属,汽车,小,轻,歌手,办公室",1
778,出租车,"回家,大,开车,水,路边,黄色,小,同学,快,橡胶,晚上,红色,新,旅行,朋友,司机,户外,洗",1
779,头痛,"吃药,酒,中医,护士,工作,家,冰敷,休息,睡觉,恶心,衣服,按摩,护工",1
780,路,"开车,旅行,自行车,骑车,水泥,方形,开放",1
781,口罩,"病菌,小,病毒,社区",1
782,肥皂,"鼻子,白色,洗澡,厕所,小",1
783,锻炼,"司机,锻炼,鞋子,脚,轻松,晚上,努力,手,健康",1
784,鸟,"飞,小",1
785,秋季,"凉爽,舒服,诗歌",1
786,爷爷,"阿姨,阿尔兹海默症,老年病,慈祥,糖尿病,拐杖,戏曲,住院,钓鱼,叔叔,善良,保姆,遛狗,电视机,书法,祖母",1
787,T恤,"胳膊,商场,布料,身体,轻",1
788,上午,"牛奶,老师,爸爸,吃饭,妈妈,鸡蛋,孩子,牙刷,早餐,洗漱",1
789,路,"开车,水泥,灰色,汽车,工人,骑车,大,方形,自行车,开放,车祸",1
790,牛肉,"瘦,祖父,家,香",1
791,晴天,"蓝色,大,重,光,白色,热水器,白天,玩耍",1
792,橙子,"球形,售货员,补充,吃饭,红色,朋友,服务员,营养,员工,杯子,厨师,冷,酸,厨房,老师,固体,吃,家",1
793,上午,"爸爸,员工,牛奶,毛巾",1
794,后退,"袜子,走,轻",1
795,灯,"固体,读书,卫生间,儿子,衣服,玻璃,温度,电线,飞机,洗漱,汽车,早晨",1
796,耳朵,"柔软,脸",1
797,雨天,"电影,暴雨,轻,夏天,冷,潮湿,白色,音乐,风湿病,天气,台风,伞,春天,水,科学家,睡觉,灰色",1
798,清洁工,"青年,整理,勤劳,商场,保安,努力,刷",1
799,可乐,"吃饭,孩子,售货员,吸管,服务员,家,重,客人,酒店,餐厅,冰,甜,吸",1
800,吹,"嘴,晚上,早晨,轻,慢,吃,用力,快,咖啡,面条,中午",1
801,卫衣,"弟弟,红色,短,秋天",1
802,父亲,"电影,桌游,坚硬,家,阿姨,幽默,遛狗,妈妈,祖父,中年,叔叔,男,锻炼,抠门,游戏,勇敢,慈祥,老人",1
803,包子,"孩子,客人,肉,饱腹,煎,家人,蔬菜,咸,吃,柔软,吃饭",1
804,胃痛,"护士,辣,家,公司,按摩,医院,看病,消化,生病,休息,酒,胃,病人,饿,肚子,朋友",1
805,T恤,"小,身体,轻,胳膊,商场,舒服,穿戴,售货员,夏天,拿",1
806,皮鞋,"经理,棕色,白领,船,脱下,上班",1
807,腿,"条状,体温,棕色,血管,病人",1
808,药,"喝水,治疗,朋友,医院,小,苦,粉末,药店,衣服,同事,开水,酒,护工",1
809,发卡,"金属,爸爸,穿戴,祖母,头发,白色,头,方形,化妆,姐妹,镜子",1
810,腿,"夏天,病人,骑车,热,锻炼,冷,运动员,细,体温,椅子,痛",1
811,屁股,"腿,体温,肉色,腰,打,柔软,肉,坐",1
812,电脑,"工作,读,关闭,手,耳朵,学习",1
813,地毯,"茶几,棉,装修,粗糙,装饰,轻,脚,虫子,房间,室内,毛线,休息,家",1
814,花,"浇水,种植,拿,裙子,小,绘画,香,亲戚,闻,漂亮,营养",1
815,起床,"上班,家,早餐,坐,早晨,快,老人,中午",1
816,月,"球形,圆形,诗歌,弯曲",1
817,药,"杯子,无味,粉末,嘴,片状,眼睛,家人,纯净水,苦,吃药,喝水,开水,液体",1
818,口罩,"蓝色,轻,健康,看病,手术,嘴,社区,爸爸,祖父,病毒,祖母,布料,脱下,医疗器械,防护,阿姨,冷",1
819,抽屉,"家,轻",1
820,牙刷,"早晨,晚上,孩子,牙膏,售货员,虫子,浴室,塑料,舌头,厕所,新,刷,嘴",1
821,靴子,"臭,重,柜子,深色,裙子",1
822,汽水,"营养,咸,瓶子,电影院,小,保姆,橙色,吸,吸管,厨房,厨师,朋友,家,牙齿,甜,水,休息",1
823,小孩,"假期,漂亮,活泼,玩耍,幼年,牙齿,青年,看病,近,漫画,考试,纸尿裤,妈妈",1
824,毛巾,"盆,旧,整理,浴室,运动场,家,病菌,厕所",1
825,椅子,"飞机,爸爸,家人",1
826,火龙果,"球形,手,祖母,农民,儿子,去皮,吃,切块,白色,冰,祖父,爸爸",1
827,香菜,"绿色,手,配送员,客人,小,煮,烧烤,晚餐,冰箱,凉,市场,洗,午餐,脆",1
828,充电器,"小,方形,家,白色,插头,户外,轻,电线,盒子,办公室,家人,黑色,有电,手机,朋友",1
829,刀子,"方形,围裙,甜品,小",1
830,吃饭,"早晨,椅子,食堂,餐厅,吃,多,社交,咬,慢,活,少,快",1
831,剃须刀,"打开,小,理发师,洗,儿子,卫生间,塑料,黑色,祖父,金属,家,脸,早晨,关闭,爸爸",1
832,沐浴露,"热,售货员,揉搓",1
833,空调,"爸爸,有电,夏天,舒服,祖母,冷,室友,故障,餐厅",1
834,维修工,"老人,青年,保安,维修,认真,聪明",1
835,墙壁,"光滑,大,支撑,门,工人,房间,装修,病菌,室内,块状",1
836,果汁,"糖尿病,营养,逛街,家人,热,白色,厨房,蔬菜,举",1
837,发卡,"条状,黑色,女儿,祖父,塑料,妈妈,黄色,方形,叔叔,漂亮,阿姨,大,约会",1
838,小腿,"抬,肉色,肉,柔软",1
839,馒头,"老师,面粉,蒸,主食,圆形,盘子,小麦,工人,白色,筷子,中午,餐厅,柔软,食堂,早晨,甜,晚上,小",1
840,羊肉,"红色,厨房,配送员,大,市场,洗,棕色,客人,嘴,条状,勺子,刀,超市",1
841,广场,"方形,身体,开放",1
842,午睡,"腿,眼睛,办公室,手,枕头,躺,脑袋,床,锻炼,浅,深,被子,桌子",1
843,星期,时间,1
844,剃须刀,"家,购买,长,银色",1
845,蛋糕,"甜品,叉子,面粉,盘子,重,大,柱状,黄色",1
846,睡觉,"轻,酒店,睡觉,安静,腿,慢,锻炼,中午",1
847,药片,"瓶子,苦",1
848,上午,"上班,洗漱,毛巾,开会",1
849,看电视,"沙发,躺",1
850,推,"重,慢,手,胳膊,门,轻,打开",1
851,胡萝卜,"食堂,黄色,妈妈,市场,商场,主妇,爸爸,买菜,祖父,餐厅,柱状,唱歌,红色,轻,成熟,兔子",1
852,巧克力,"爸爸,方形,脆",1
853,牛肉,"刀,小贩,重,售货员,祖父,生,煎,红色,勺子,祖母,厨师,瘦,好吃,饭,汤,炖,家人,厨房",1
854,胶囊,"吃饭,瓶子,柱状,干涩,药店,吃药,轻,喝水,粉末,固体,杯子,发烧,朋友,开水,家人,护士,家",1
855,卫衣,"兄弟,盆,宽,脱下,黄色,秋天",1
856,穿衣服,"晚上,手,出门",1
857,勺子,"粥,手,厨师,木头,碗,小",1
858,糖果,"牙齿,甜,小,零食,嘴,糖尿病",1
859,药片,"药店,护士,棕色,家人,圆形,黄色,护工",1
860,打电话,"表达,中午,手,同学,妈妈,轻松,学生,嘴,公司,日常,听,慢,家,爸爸,快,晚上,手机",1
861,白萝卜,"重,热,火锅,成熟,食堂,凉,嘴,市场,餐厅",1
862,穿鞋,"粗略,慢,手,快,早晨,穿戴,脚,锻炼,家,出门",1
863,风扇,"餐厅,硬,光滑,灰色,手,办公室,祖母,冷,祖父,工人,金属,家",1
864,微波炉,"妈妈,正常",1
865,医生,"手术,家人,护工,看病,治疗,勤劳,救护车,护士",1
866,生姜,"手,嘴,女,妈妈,吃饭,爸爸,农民,女儿,硬,辣,女朋友",1
867,救护车,"担架,消毒液,白色,坚硬,金属",1
868,葡萄,"酸,小,吃饭,家人,下午茶,果汁,轻,农田,绿色,紫色,餐具",1
869,桌子,"凳子,腿,重,圆形,塑料",1
870,女儿,"听话,成长",1
871,打,"鸡蛋,游戏,轻,车,用力",1
872,血压仪,"测量,冷,医生,重,医院,高血压,大",1
873,抽屉,"硬,块状,木头,整理,装修,轻,酒店",1
874,糖果,"小,零食,轻,嘴,甜,糖尿病",1
875,洗衣机,"有电,室友,银色,厕所,爸爸,祖母",1
876,地板,"方形,茶几,柜子,工人",1
877,护士,"药,医院,住院,温柔,医生,善良,青年,病人,车,女,中年",1
878,太阳,"大,热水器,黄色,白天,光,发热,球形,科学家,天气,伞,防晒霜,夏天,热",1
879,台风,"暴雨,天气,大,台风,聊天",1
880,头,"脖子,肉色,扭动,肉,体温",1
881,睡觉,"被子,慢,家,卧室,酒店,枕头,手",1
882,靴子,"暖,重,柜子,穿戴,鞋子,白色,丝袜,小腿,脱下,出门,冬天",1
883,空调,"飞机,同学,祖父,办公室,故障,金属,白色,重,有电,方形,爸爸,正常",1
884,可乐,"解渴,杯子,吃饭",1
885,手写板,"黑色,办公室,凉,教室,老师,白色,灰色,眼睛,拿,方形,手,学习,塑料,白领",1
886,药片,"粉色,医院",1
887,电视机,"销售员,瓜子,祖母,维修,塑料,果汁,打开,重,银色,白色",1
888,年轻人,"开放,懒散,旅行,漫画",1
889,公园,"身体,家,下雨,绿色,大,健身,健康,木头,清新,凉爽,太阳",1
890,手,"肉,体温",1
891,风扇,"祖母,妈妈,凉爽,手,热,餐厅,销售员,故障,关闭,调节,硬,家,冷,有电,办公室,金属,白色,祖父",1
892,理疗师,"青年,老人,耐心,善良",1
893,推,"身体,门,重,快,打开,轻,慢,胳膊,手",1
894,筷子,"条状,竹子,拿",1
895,裙子,"游戏,洗衣机,穿戴,烘干机,身体",1
896,镜子,"干净,金属,客厅,妈妈,卫生间,爸爸,衣服,凉,家",1
897,上午,"妈妈,鸡蛋,洗漱,早餐,农民,爸爸,毛巾,家人,牙刷,牛奶,孩子",1
898,去医院,"快,生病,地铁,慢,开车,护士,康复,病人,交通,医院,看病,脚,穿戴,救护车,妈妈",1
899,糖果,"冷,糖尿病,牙齿,甜,零食,小,吃,嘴,办公室",1
900,书架,"重,文学,块状,手,学习,木头,装修,读,硬,室内,玻璃,放,整理,工人",1
901,药膏,"腰,新,长,病人,小,身体,软,老人,医院",1
902,拿,"收回,轻,拿,快,柜子",1
903,马桶,"屁股,爸爸,早晨,女儿",1
904,被子,"香,开放,捏,暖,身体,棉,大,重,豆腐,白色",1
905,胸,"舒服,体温",1
906,玉米,"煮,洗,亲戚,种植,脆,绿色,软,剥,厨房,烤,农民,食堂,烧,硬,黄色,新鲜",1
907,写,"老师,教室,快,学生,慢",1
908,下巴,"轻,肉色,小,吃",1
909,茶几,"学习,妈妈,坚硬,圆形,休息",1
910,吸,"慢,轻松,手,多,用力,快,家,健康,中毒,生病",1
911,窗户,"书房,客厅,厨房,爸爸,家具,搬家,玻璃,家庭主妇,固体,儿子",1
912,抱,"打开,庆祝,快,手,约会,家,轻,慢,胸部,重,胳膊",1
913,充电器,"插头,同学,轻,白色,家,办公室,家人,户外,有电,小,手机,拿",1
914,秋衣,"棉,穿戴,洗衣机,祖父,软,家,身体,轻,烘干机,冷",1
915,按摩,"重,舒服,老人,医院,护士",1
916,男人,"电影,脆弱,勇敢,光,上网",1
917,进,"轻,慢",1
918,中药,"杯子,碗,衣服,吃药,深色,酸,喝水,粉末,孩子,粘稠,医院",1
919,医生,"生病,救护车,病人",1
920,保姆,"爸爸,椅子,接送,勤劳,围裙,洗碗,床,住院,买菜,家,整理,食物,能干,女,洗衣服,妈妈",1
921,芒果,"切块,黄色,手,红色,多汁,妈妈",1
922,侄子,"男,家,假期,姐妹,亲戚,聊天,玩耍,成年,懒散,少年,调皮,乖巧",1
923,大衣,"冷,滑",1
924,牛油果,"厨师,轻,盘子,商场,餐厅",1
925,青菜,"熟,固体,轻,种植,朋友,青色,市场,生,营养,餐桌",1
926,玩手机,"回家,多,手,图书馆,手机,女儿,休息,社交,爸爸,员工,游戏,快,学生,轻松,妈妈,晚餐",1
927,扶,"用力,护工",1
928,休息,"腿,手,办公室,坐,电影,沙发,锻炼,脑袋,视频,游戏,运动场,书本,身体",1
929,上午,"毛巾,牙刷",1
930,膝盖,"锻炼,护士,热,受伤,肉色,圆形,坚硬,跑步,看病,医院,运动员",1
931,血压仪,"冷,高血压,医院,医生,胳膊,重,金属,大",1
932,厨房,"打开,做饭,窄,菜,蒸,祖母,饭,煎,烤,餐具,服务员,搅拌,热,妈妈,爸爸,香,陶瓷",1
933,帽子,"棉,洗衣机,头发,圆形,穿戴,妈妈,布料,黑色,轻,钓鱼,秋天,叔叔,比赛,大,小,祖父,遮阳,头",1
934,学习,"快,多,教练,眼镜,努力,轻松,深,学校,少,浅,桌子,慢,认真,手,考试",1
935,镜子,"银色,晚上,脸,干净,厕所,爸爸,圆形,火车,妈妈,轻,搬家,洗漱,固体,化妆",1
936,银行,"安静,拿,温度,员工,白色",1
937,糖果,"糖尿病,办公室",1
938,朋友,"可爱,认真,童年,活泼,老人,逛街,游戏,锻炼",1
939,瘙痒,"孩子,家人,休息",1
940,男人,"少年,光,严肃,脆弱,桌游,中年,健身,抠门,读,青年,固执,男,游戏,唱歌,幽默,勇敢",1
941,售货员,"超市,中年,逛街,客人,围裙,热情,青年,购买,认真,耐心",1
942,梨,"重,沙拉",1
943,插,"轻,重",1
944,同学,"教授,考试,学习,上课,作业,懒散,老师",1
945,脖子,"白领,香水,护工,椅子,跳舞,舞蹈,肉色,医院,长,手,工作,疼痛,康复",1
946,看电视,"坐,眼睛,放松,晚上,躺,家,电视,轻松,零食,沙发",1
947,洗脸,"刷,早晨,整理,晚上",1
948,抱,"快,胸部,重,手",1
949,公共汽车,"坚硬,交通",1
950,吃药,"杯子,多,晚上,早晨,生病,中午,护士,嘴,儿子,女儿,少,家,医生,药,喝,爸爸",1
951,豆角,"炒,朋友,餐桌,嫩,家人,食物,种植,脆,烤,固体,成熟,蒸",1
952,药片,"白色,干涩,嘴,纯净水,吃药,孩子,朋友,杯子,同事",1
953,抽屉,"病菌,块状,木头,装修,关闭,整理,手,家,硬,轻,酒店,光滑,开放,小",1
954,背心,"身体,衣柜,中午,洗,购买,大,夏天,刷,比赛,室友",1
955,吃,"嘴,咬,喝,餐厅,家,少,舌头,早晨,中午,活,多,中毒,慢,晚上,康复",1
956,西兰花,"白色,成熟,补充,轻,农民,朋友,生,香,家人,餐具,煮,炒,食物,农田",1
957,中药,"粉末,粘稠,病人,吃药,碗,嘴,同事,治疗,吃饭,酸,看病,纯净水,烫,生病,瓶子",1
958,救护车,"担架,危险,白色,蓝色,重,盒子,消毒液,方形,玻璃",1
959,云,"聊天,重,天气,大,固体,白色",1
960,阳台,"望远镜,举,方形,被子,休息,下午",1
961,剪,"工人,头发,慢,快",1
962,菜市场,"餐具,大,塑料,嘴,方形,热,拿,红色,臭,肉,开放",1
963,嘴巴,"吃,暖,上课,小",1
964,洋葱,"厨房,小贩,脆,球形",1
965,头,"扭动,柔软",1
966,电梯,"灰色,室友",1
967,晚上,"黑色,烧烤,冷,诗歌,酒",1
968,星星,"晴天,白色,光,黄色",1
969,牛油果,"女朋友,软,吃饭,商场,沙拉,盘子,水果店,厨师,打开,轻,嘴,手,成熟,厨房",1
970,楼梯,"下楼,同学,窄,木头,担架,家人,矮,邻居,灰色,高,上楼,走,腿,爬,同事,宽,早餐",1
971,低头,"手机,脖子,轻,慢,上课,头,学习,突然,重,休息,表达,快",1
972,写,"学生,慢,快,教室",1
973,老鼠,"爬,黑色,臭,瘦,叫,下水道,小,猫,胖",1
974,充电器,"盒子,小,白色,重,轻,手机,有电,办公室,同学,家,拿,朋友,家人,电线,插头",1
975,扇贝,"渔民,小,厨师,坚硬,轻,捕捞,蒸",1
976,开塞露,"轻,小,药,医院",1
977,枕头,"卧室,白色,轻,干净,重,棉,潮湿,售货员,小,睡觉,脸,柔软,头,床,虫子",1
978,腿,"白色,丝袜,模特,锻炼,自行车,长",1
979,晚上,"诗歌,黑色,酒",1
980,站,"椅子,慢",1
981,矫正板,"医院,大,医疗器械,腿,塑料,方形,骨折",1
982,鸡肉,"西餐,市场,中餐,厨师,餐厅,块状,健身",1
983,香蕉,"绿色,软,斑点,冰箱,手,弯曲,凉,农民,甜,轻,糖尿病,锻炼,运动员,榨汁,配送员,市场",1
984,护理中心,"看病,医生,照顾,大,住院,陪伴,护工,花园,家人,医院,老人",1
985,敲,"用力,学生,轻,电脑,痛,快,老师,门,慢,教授,打,重",1
986,洗脚盆,"拿,洗,蓝色,黄色,圆形",1
987,墨镜,"防晒,爸爸,脸,洗,晴天,歌手,方形,太阳,祖父,穿戴,妈妈,圆形,光,遮阳,出门,眼睛",1
988,说话,"聊天,少,快,家,爸爸,同学,表达,祖母,学校",1
989,雨,"阴,无色,冷,天气,大,春天,暴雨,夏天,轻,清新,台风,科学家,水,潮湿",1
990,皮鞋,"袜子,脚,脱下,售货员,经理,船,白色,棕色",1
991,上班,"腿,脑袋,地铁,制服,手机",1
992,橙子,"员工,餐厅,刀,硬,榨汁,厨房",1
993,兄弟,"游戏,幼年,结婚,学校,玩耍,家,照顾,弟妹,酒,童年,侄子,成长",1
994,鸟,"路边,胳膊,可爱,森林,老人,树,水,手,早晨,秋天,飞,春天",1
995,鸟,"公园,飞机,小,看,树,胳膊,春天,可爱,手,秋天,孩子,森林,轻,营养,虫子,老人,早晨,飞",1
996,包子,"服务员,碗,筷子,厨师,大,补充,热,甜,面条,妈妈,煎,祖母",1
997,按,"轻,桌子",1
998,姐妹,"汽车,旅行,吃饭,童年,地铁,家人,亲戚,咖啡,学习,幼年,结婚,魅力",1
999,儿子,"幼年,乐器,青年,围棋,床,孩子,玩具,象棋,聪明,辅食",1
1000,土豆,"筷子,亲戚,刀,锅",1
1001,蚂蚁,"科学家,搬运,孩子,粉丝,快,慢,森林,红色,吃,虫子",1
1002,广场,"混凝土,耳朵,大,方形,放松,走,广场舞,音响,工人,社交",1
1003,杯子,"空,开水,水壶,嘴,手,柱状,满,家,洗,透明,餐厅,喝水",1
1004,火车,"旅行,大,睡觉,方形,玻璃",1
1005,胶囊,"柱状,衣服,医院,病人,红色,看病,软,粉末,护士,瓶子,护工,朋友,杯子,生病",1
1006,腿,"短,细,热,康复,粗,夏天,肌肉,老人,病人,运动员,冷,受伤,模特,生病",1
1007,橙子,"掉落,杯子,厨房,球形,老师,朋友,光滑,保姆,生病,补充",1
1008,公共汽车,"橡胶,大,重,方形,金属,玻璃,坚硬",1
1009,画,"老师,认真",1
1010,侄子,"乖巧,聚会,打招呼,童年,叔叔,成年,假期,家,男,学习,幼年,阿姨,青年,回家,少年,调皮",1
1011,楼梯,"爬,邻居,矮,窄,早餐,腿,木头,家人,担架,上楼,棕色,下楼,灰色,宽,同事,高",1
1012,蛋黄,"炒,厨师,小,甜品,熟,西餐,点菜,餐厅",1
1013,南瓜,"勺子,蒸,叉子,刀,煮,筷子,碗,圆形,服务员",1
1014,女人,"坚硬,照顾,衣柜",1
1015,开塞露,"药,医生,油,小,暖,医院",1
1016,瘙痒,"营养,酒,同事",1
1017,摇头,"慢,表达",1
1018,妻子,"衣服,沙发,美容,衬衫,袜子,老人,洗衣机,工作,家,温柔,魅力,女,卫生巾",1
1019,刷牙,"晚上,干净,脸,牙膏,牙刷,整理,快,手",1
1020,西瓜,"下午茶,夏天,水果店,红色,重,甜品,绿色",1
1021,发现,"眼睛,饭,香水,图书馆,科学家,菜",1
1022,头绳,"约会,轻,爸爸,女儿,头,头发,祖母,塑料,系紧,叔叔,装饰,上班,妈妈,漂亮",1
1023,兄弟,"家,嫂子,照顾,学校",1
1024,胸,"肉,护工,浴室,软,脱下,体温,小,衣服,电影",1
1025,鸭肉,"轻,重,勺子,火车,洗,中餐,客人,红色,厨师,块状,叉子,午餐,吃,餐厅",1
1026,白萝卜,"餐厅,吃饭,火锅,甜,市场,小贩,厨房,白色,手,重,烹饪,成熟,祖父,冬天,硬,买菜,主妇,爸爸",1
1027,脸,"美容,病人,体温,肌肉,血管,冷",1
1028,舅舅,"打招呼,成熟,懒散,勤劳",1
1029,床单,"光,枕头,衣服,布料,被子,柔软,香",1
1030,说话,"中午,表达,晚餐,祖母,快",1
1031,父亲,"唱歌,工作",1
1032,秒钟,"小,柱状,运动场,固体",1
1033,玉米,"售货员,孩子,剥,微波炉,紫色,煮",1
1034,老师,"学校,中年,青年",1
1035,理疗师,"病人,陪伴,表达,生病,善良,温柔,青年",1
1036,胸,"护工,跳舞,电影,小,舒服,浴室,血管,棕色",1
1037,芒果,"球形,吃",1
1038,商店,"购买,金属",1
1039,黄瓜,"生,勺子,市场,黄色,餐厅,块状,炒",1
1040,番茄,"购买,碗,餐具,轻,主妇,刀",1
1041,猪肉,"骨头,汤",1
1042,外卖员,"电动车,厨师,苦,员工,热心,餐厅,外卖",1
1043,鸡肉,"减肥,客人,块状,切,煮",1
1044,叉子,"牛排,吃,轻,碗,面条",1
1045,背包,"工作单位,大,学校",1
1046,皮鞋,"黑色,小,穿戴,员工",1
1047,社工,"陪伴,搬运,物业,森林,照顾,社区,善良,耐心,热情,老人,粥,中年,整理,光,花",1
1048,长裤,"洗衣服,长,宽,轻,白色,洗衣机,祖母,大,暖,布料,裤子,穿戴,短",1
1049,浴缸,"晚上,洗,大,光,厕所,干净,家具,洗澡,水,女儿,卫生间,休息,毛巾,固体,白色,搬家",1
1050,学习,"慢,学校,手,认真,浅,努力,深,少",1
1051,老师,"辅导,作业",1
1052,背包,"白领,重,旅行,学校",1
1053,回家,"交通,走,下班,晚餐,晚上,脚,祖母,少,爸爸,家,祖父,轻松,地铁",1
1054,树林,"空气,农民,旅行",1
1055,冰箱,"灰色,食物,大,白色,餐厅,有电",1
1056,按,"轻,桌子,重",1
1057,手指,"手,肉色,按下,体温",1
1058,弯腰,"轻,腰带",1
1059,膝盖,"手术,棕色,看病,运动员,锻炼,白色,肉色,病人,酒,受伤,脆弱,裤子",1
1060,雨,"暴雨,科学家,轻,天气,音乐,潮湿,冷",1
1061,面条,"软,汤,黄色,大,能量",1
1062,鱼,"看,青色,煮,女儿,农田",1
1063,血压仪,"医生,重,高血压,胳膊",1
1064,叔叔,"工作,聊天,爸爸,弟妹,温柔,粗暴,侄女,兄弟,结婚,成年,妈妈,聚会",1
1065,围巾,"祖父,阿姨,衣架,系紧,短,红色,洗衣粉,黑色,叔叔,妈妈,爸爸,方形,冬天,户外,长,暖",1
1066,洗衣机,"白色,学校,正常,方形,银色,洗衣服,黑色,裤子,关闭,妈妈",1
1067,袜子,"脚,穿戴,小腿,薄,臭,保护,脱下,出门,白天,小,鞋子",1
1068,饼,"无味,圆形,大,面粉,重,餐厅",1
1069,弯腰,"轻,快,腰带",1
1070,蚊子,"手,脖子,下雨,轻,腿,脚",1
1071,喝,"酒吧,咖啡,晚上,杯子,茶",1
1072,凉鞋,"橡胶,刷,叔叔,脱下,阿姨,舒服,凉,洗衣服,兄弟,轻,清新,宽,黑色,瘦",1
1073,头晕,"医生,头",1
1074,南瓜,"圆形,售货员,家人,大,祖母,煮,叉子,服务员,夏天,锅,勺子,吃饭,甜,盆,软,厨师",1
1075,老人,"保姆,书本,驼背,高血压,杯子,老人,糖尿病,护工,生病,收音机,遛狗,鸟",1
1076,工作,"脑袋,电脑,手机,汽车,身体,早晨,手,下午,慢,腿",1
1077,写,"老师,学生",1
1078,腹部,"瘦,肉,脆弱,鱼,健身,热,病人,凉,冷,白色,体温,血管,痛,柔软",1
1079,低头,"脖子,快,轻,头,手机,突然,休息,慢,表达,学习",1
1080,门口,"出门,柜子,室友,关闭,手,拿,旅行,陶瓷,卧室,凉爽,家人,外卖,门,鞋子",1
1081,花,"看,小,拿,亲戚,浇水,春天,工人,森林,盆栽,裙子,公园,拍照,光,营养,花园,绘画,轻,种植",1
1082,服务员,"客人,耐心,认真,商场,购买,青年,中年,老人,经理,吃饭,酒店",1
1083,喷嚏,"医生,生病",1
1084,书店,"开水,同学",1
1085,秋季,"丰收,诗歌",1
1086,雾,"家人,春天,太阳,车祸,白色,汽车",1
1087,客厅,"家,轮椅,冷,鞋子,电视,汗水,家人,聊天,陶瓷,盆栽,沙发,热,倒出,电视机,休息,社交",1
1088,肥皂,"鼻子,手,小,捏,白色",1
1089,草,"森林,条状,花园,公园,比赛,香,浇水",1
1090,儿子,"姐妹,听话,活泼,钢琴,自行车,漫画,考试,床,玩具,妈妈,书本,兄弟",1
1091,水,"工作单位,邻居,嘴,小,家人,咖啡,孩子,配送员,电影院,茶,无色,中暑,厨房,冷,工人,老师,学习",1
1092,扔,"锻炼,户外,运动员",1
1093,眼睛,"眼镜,白色",1
1094,月亮,"白色,科学家,光,黄色,球形,热,望远镜",1
1095,手指,"肉色,按下,手,体温",1
1096,转身,"轻,快,腰带,运动场",1
1097,进,"走,快,鞋子",1
1098,沙发,"休息,妈妈,舒服,棉,白天,布料,吃饭,柔软,金属,学习,屁股,大",1
1099,土豆,"祖母,亲戚,炖,重,丰收,小,蒸,家人,厨师,叉子,固体,妈妈,吃饭,圆形,农民,炒,筷子",1
1100,运动鞋,"运动员,儿子,大,锻炼,健身,柔软,小,脚,教练,活泼,运动场,比赛,跑步,健康",1
1101,跑,"鞋子,快,腿,袜子",1
1102,叶子,"小,轻松,农民,绿色,轻,树,秋天,工人,春天,祖父,祖母",1
1103,扇贝,"渔民,蒸,坚硬,厨师",1
1104,手套,"医生,整理,棉,餐厅,食物,吃",1
1105,果汁,"黄色,蔬菜,绿色,清新,吃饭,厨房,榨汁,苹果,手,电影,保姆,玩耍,举,售货员,服务员,电影院,瓶子",1
1106,床单,"轻,洗衣机",1
